numCinema,annee,nbEntrees
133212,2019,23552
133381,2019,7126
136753,2019,4777
136912,2019,39976
138462,2019,6240
139232,2019,11700
140713,2019,15307
141031,2019,9538
142522,2019,505356
144981,2019,66612
146371,2019,2551
146393,2019,25246
146931,2019,39984
147084,2019,239468
147521,2019,51058
148024,2019,51556
148811,2019,11361
153083,2019,263303
155414,2019,7370
157231,2019,116031
159364,2019,20276
162212,2019,40030
162213,2019,10028
164022,2019,9522
164831,2019,13123
167035,2019,9596
168942,2019,11928
171242,2019,11413
172682,2019,28738
172743,2019,21763
173332,2019,12553
173432,2019,10908
179852,2019,164275
181262,2019,119435
181553,2019,42729
183301,2019,10224
184852,2019,2435
185023,2019,16729
185044,2019,21871
187022,2019,29140
187201,2019,20825
187365,2019,4601
187515,2019,6837
188341,2019,41579
188762,2019,6345
189830,2019,13957
190194,2019,118066
192631,2019,10558
193591,2019,5864
195021,2019,5724
196901,2019,45807
199831,2019,14527
200332,2019,12440
202551,2019,25228
204534,2019,16486
207170,2019,6506
213491,2019,41982
215092,2019,16652
215621,2019,609
215634,2019,17775
216451,2019,58439
216843,2019,21191
220603,2019,443011
222030,2019,5804
222481,2019,34187
225081,2019,836902
226883,2019,16669
229262,2019,51636
229833,2019,680613
231270,2019,213917
232454,2019,441493
234801,2019,402686
236594,2019,286824
238013,2019,797898
238421,2019,11244
238494,2019,35530
239412,2019,1557
241923,2019,15383
244492,2019,69292
245883,2019,577453
246501,2019,133284
246763,2019,29242
248151,2019,13091
249441,2019,410833
249471,2019,5804
249563,2019,39434
249831,2019,22530
253763,2019,74777
254005,2019,360263
256211,2019,893673
260731,2019,20506
263563,2019,38321
264123,2019,15605
264591,2019,1863429
267832,2019,62130
268733,2019,10923
268813,2019,20150
269635,2019,11438
269843,2019,25871
273631,2019,139772
274603,2019,55897
275201,2019,21618
275771,2019,27745
276086,2019,16064
276361,2019,58019
278432,2019,364942
278721,2019,12839
279663,2019,4226
280653,2019,9429
282583,2019,2685
283412,2019,5652
284113,2019,12709
284155,2019,52972
284207,2019,3864
284613,2019,1127325
284631,2019,19039
287472,2019,53510
288024,2019,6652
291731,2019,5433
293121,2019,63222
293392,2019,8162
293801,2019,14990
299281,2019,38609
299511,2019,7550
300801,2019,22585
303475,2019,21078
306414,2019,2018
306521,2019,139525
306601,2019,15458
307135,2019,456481
307361,2019,67055
307943,2019,58399
309891,2019,2318
312973,2019,9549
313151,2019,535672
314471,2019,27406
314601,2019,380
315251,2019,18282
317291,2019,1912
318801,2019,10698
319022,2019,12023
320411,2019,6584
320771,2019,29904
320873,2019,8049
321121,2019,12908
322721,2019,272378
322952,2019,27946
323493,2019,48492
328621,2019,16377
329792,2019,37268
330021,2019,33281
330052,2019,147482
335108,2019,86163
336191,2019,249158
338342,2019,13757
339810,2019,10194
339852,2019,67338
340411,2019,146520
341321,2019,58602
342071,2019,50871
342900,2019,28316
343750,2019,24764
344352,2019,136728
344590,2019,7663
349322,2019,154388
349492,2019,20718
349524,2019,31870
351333,2019,15131
352923,2019,9803
354301,2019,18427
357672,2019,21109
360572,2019,3814
362074,2019,37088
362773,2019,548822
363480,2019,209244
364205,2019,546779
368403,2019,4929
368614,2019,207665
369781,2019,28230
373599,2019,2652
374021,2019,9958
374582,2019,10531
375012,2019,45027
375325,2019,529295
377892,2019,2629
378061,2019,5542
382412,2019,273635
383261,2019,72717
384532,2019,8756
385371,2019,21396
386192,2019,31047
386792,2019,292792
390024,2019,250418
390184,2019,55212
392710,2019,23966
397231,2019,218926
400305,2019,150471
401371,2019,20496
402242,2019,705
402493,2019,148380
404603,2019,458137
405462,2019,14182
405831,2019,6946
408122,2019,52944
408441,2019,11786
408682,2019,2088
408744,2019,89939
411461,2019,22945
415471,2019,4591
417332,2019,12779
418121,2019,13239
419912,2019,13060
421242,2019,4277
422432,2019,190120
423061,2019,1299429
423501,2019,7710
424781,2019,39168
426761,2019,32222
427312,2019,6098
428103,2019,14934
428483,2019,38622
428711,2019,8838
428942,2019,21700
428961,2019,78030
429951,2019,31768
430261,2019,38496
430446,2019,20989
430886,2019,45978
430923,2019,6689
431023,2019,146047
431604,2019,11471
433972,2019,15833
436962,2019,46341
438622,2019,66986
439061,2019,65046
439503,2019,9007
439942,2019,12968
440286,2019,20897
441172,2019,20123
442002,2019,12331
442370,2019,33087
444143,2019,11569
445201,2019,23649
446204,2019,8952
446302,2019,379279
447622,2019,108690
450575,2019,54925
454032,2019,3158
454712,2019,74950
455770,2019,31748
456362,2019,35121
456762,2019,99823
457983,2019,14074
458401,2019,11553
460784,2019,201387
461663,2019,96149
462953,2019,205813
463723,2019,76728
463931,2019,37413
464692,2019,68175
465920,2019,3516
710250,2019,8953
718750,2019,27110
719400,2019,282245
720000,2019,10229
720250,2019,9934
721500,2019,58028
721900,2019,28877
722080,2019,5578
722240,2019,15892
722720,2019,8777
723800,2019,4624
723840,2019,12272
724280,2019,6723
724840,2019,23552
35,2019,118069
481,2019,409922
531,2019,35866
801,2019,52629
1392,2019,53875
2251,2019,3012613
5691,2019,52483
5841,2019,7865
5852,2019,433102
6531,2019,112149
7394,2019,307651
8161,2019,695177
8391,2019,252265
8661,2019,36774
9803,2019,1330204
9950,2019,127852
12833,2019,10747
13151,2019,20689
13454,2019,204415
14533,2019,7749
15374,2019,333276
15741,2019,28958
16081,2019,7739
16803,2019,33578
17803,2019,537008
17961,2019,875469
19242,2019,7121
19901,2019,26535
22051,2019,3398
22231,2019,14994
23131,2019,27442
23241,2019,220944
23541,2019,604549
25179,2019,27715
26662,2019,325249
27573,2019,10185
29062,2019,1490
29123,2019,19657
30761,2019,20173
32092,2019,54624
32363,2019,30950
32651,2019,7181
32941,2019,16296
33621,2019,31039
35272,2019,153399
36352,2019,22303
39174,2019,1575
40708,2019,58130
41781,2019,13806
42201,2019,125947
42621,2019,114934
44131,2019,5227
45602,2019,7993
46613,2019,14244
47476,2019,2698
52141,2019,15081
52162,2019,62195
54692,2019,1012
54931,2019,106655
57451,2019,320862
59351,2019,11687
59604,2019,135869
62804,2019,135617
64352,2019,1131
66761,2019,12935
66923,2019,4504
67304,2019,37276
67711,2019,12158
67904,2019,597420
67981,2019,18137
68423,2019,6302
68517,2019,19731
72985,2019,170796
74339,2019,10537
74471,2019,485390
75703,2019,16130
80981,2019,9858
82741,2019,16711
82752,2019,8720
84382,2019,547980
84745,2019,19038
84830,2019,50081
84831,2019,121726
84981,2019,26627
85981,2019,7305
86173,2019,142828
87646,2019,69881
89644,2019,18367
90312,2019,35909
90313,2019,431476
94745,2019,19751
94802,2019,18789
94922,2019,194121
95041,2019,75403
96533,2019,316275
96950,2019,7366
99051,2019,9295
104032,2019,137617
104863,2019,3059
104933,2019,25558
105092,2019,26546
105404,2019,29398
106031,2019,35434
108592,2019,23384
110372,2019,49598
111071,2019,181654
111583,2019,23072
112095,2019,64231
112811,2019,8573
113271,2019,114784
114211,2019,40553
114523,2019,39601
114717,2019,28722
115334,2019,3152
115511,2019,5080
115521,2019,15051
115565,2019,57986
116021,2019,34142
117025,2019,18931
118073,2019,50017
119054,2019,5850
120293,2019,694551
120963,2019,7195
123914,2019,269904
125291,2019,2623
127103,2019,17940
128541,2019,137344
128605,2019,9637
130633,2019,7441
133681,2019,19042
136672,2019,17066
138741,2019,93468
139022,2019,57663
141410,2019,43587
141631,2019,355983
141657,2019,214209
141712,2019,9264
142171,2019,26421
143720,2019,16543
143772,2019,1540
144262,2019,95817
145241,2019,243942
147471,2019,4495
149362,2019,91148
149631,2019,286855
152732,2019,15111
158201,2019,13046
158783,2019,327353
160742,2019,7649
160923,2019,33599
163150,2019,1884
164003,2019,11813
164112,2019,11487
164731,2019,7700
168071,2019,28375
169572,2019,4503
171650,2019,5239
171881,2019,96577
172744,2019,28661
173083,2019,7538
174961,2019,10363
175404,2019,10962
175513,2019,66905
177112,2019,11303
177663,2019,20402
180261,2019,17911
181351,2019,393926
184213,2019,26697
185002,2019,43659
187793,2019,16219
188251,2019,8911
188591,2019,110918
189661,2019,30595
191591,2019,43421
192961,2019,65158
194541,2019,56669
195211,2019,10990
195741,2019,12085
199121,2019,228830
199152,2019,54266
199153,2019,23848
200262,2019,4216
201482,2019,4830
201661,2019,48214
203311,2019,191756
203910,2019,7170
204111,2019,243642
205213,2019,16789
209682,2019,6252
213122,2019,3728
213233,2019,4038
215502,2019,190012
216171,2019,19023
216851,2019,6967
220074,2019,8747
220334,2019,10690
220681,2019,418909
222821,2019,18289
222841,2019,15778
224413,2019,115276
226040,2019,15901
226125,2019,532916
228305,2019,9623
228311,2019,18577
228370,2019,10472
228531,2019,19108
230475,2019,40515
233062,2019,1494797
233802,2019,20320
234273,2019,59494
234296,2019,7669
234297,2019,10955
236511,2019,4864
237554,2019,188484
238164,2019,34557
238351,2019,9288
238461,2019,31899
242003,2019,24240
244481,2019,16334
247565,2019,53171
248192,2019,1162
249581,2019,4076
252342,2019,95133
252701,2019,7054
252712,2019,30648
252742,2019,3140
255991,2019,15533
258812,2019,122058
261032,2019,63355
261351,2019,34590
261603,2019,842670
261623,2019,115636
263261,2019,4288
266752,2019,129019
266962,2019,41071
268972,2019,175008
271055,2019,50347
274201,2019,5072
276554,2019,31061
279184,2019,14110
280894,2019,106332
283051,2019,49858
284502,2019,11493
287452,2019,264461
292201,2019,14888
292377,2019,35411
292782,2019,675803
293531,2019,410627
294891,2019,91739
295122,2019,306363
296615,2019,3689
298964,2019,27575
299451,2019,8151
299685,2019,22314
302312,2019,3428
302596,2019,586101
303445,2019,19833
305402,2019,7956
306243,2019,1140
307543,2019,79942
310485,2019,30183
310645,2019,22193
310925,2019,26049
312221,2019,13737
312443,2019,14607
313842,2019,18883
313912,2019,4892
314931,2019,392143
317345,2019,19470
317911,2019,8155
318483,2019,12576
318782,2019,23920
319302,2019,842411
319582,2019,20209
320783,2019,25926
320971,2019,279127
321132,2019,115167
321343,2019,18303
321854,2019,35749
323884,2019,12577
326085,2019,122157
329531,2019,20881
330574,2019,119855
331401,2019,524903
333304,2019,4567
333901,2019,106359
335055,2019,132577
335473,2019,7039
336732,2019,837631
337353,2019,21939
338145,2019,35418
338212,2019,6579
338332,2019,28307
339013,2019,42553
339254,2019,379835
339664,2019,1827
339871,2019,116402
340043,2019,377663
340874,2019,245513
341752,2019,21253
341771,2019,679
342020,2019,454
342112,2019,129091
343951,2019,15484
344532,2019,5471
344571,2019,9698
347175,2019,22828
347732,2019,18091
351034,2019,28205
351621,2019,9009
353201,2019,14814
354782,2019,16651
355933,2019,45760
356431,2019,23338
359082,2019,723903
362693,2019,170756
364503,2019,63387
364632,2019,21513
364991,2019,265365
368764,2019,10941
370411,2019,29504
372923,2019,16585
376842,2019,311647
378233,2019,12011
379671,2019,21025
381912,2019,20573
382760,2019,61017
383589,2019,23490
384792,2019,15693
385392,2019,58021
385941,2019,20069
387501,2019,7032
390452,2019,11943
391451,2019,6764
392882,2019,1975
396242,2019,41035
396275,2019,15622
398525,2019,21602
398526,2019,64694
398574,2019,3878
398731,2019,524055
399893,2019,8873
402243,2019,10145
402431,2019,14898
403281,2019,61076
404612,2019,20282
405509,2019,4535
406352,2019,24940
407321,2019,207775
409303,2019,30158
411333,2019,8294
412251,2019,20265
413111,2019,32319
414352,2019,16505
416921,2019,134508
425503,2019,4785
425783,2019,18148
426301,2019,7700
426831,2019,33479
426921,2019,22565
429621,2019,4454
430404,2019,5197
430620,2019,38735
431352,2019,607933
431551,2019,842
432661,2019,40420
432832,2019,58923
435331,2019,36681
437561,2019,155548
437562,2019,174199
437674,2019,34964
438291,2019,233418
439583,2019,25327
441352,2019,20497
441383,2019,150233
441876,2019,87176
443601,2019,84641
444144,2019,7504
446171,2019,33336
446804,2019,25919
449542,2019,10253
450742,2019,33153
451594,2019,28949
451631,2019,126467
453462,2019,4523
455951,2019,8145
456251,2019,75854
456305,2019,11529
456402,2019,5274
457411,2019,44839
457563,2019,26900
457576,2019,25428
459221,2019,36786
460033,2019,28273
462304,2019,5612
462644,2019,11998
463372,2019,23278
464001,2019,2186
465872,2019,7655
469181,2019,145081
469602,2019,50460
701401,2019,34274
707300,2019,218451
707900,2019,869328
718200,2019,21632
718210,2019,179084
720150,2019,56892
720200,2019,877398
720300,2019,65863
720350,2019,4974
720400,2019,36265
721602,2019,11014
721850,2019,4414
722120,2019,13031
723120,2019,23682
723200,2019,8281
723680,2019,24147
724000,2019,5021
724080,2019,54511
724320,2019,427828
724440,2019,3523
55,2020,19379
204,2020,55232
301,2020,37409
451,2020,124223
731,2020,101335
891,2020,5017
1393,2020,34632
1681,2020,1082659
7231,2020,38484
8331,2020,70774
8353,2020,85435
8422,2020,41281
8514,2020,19746
9351,2020,4649
9600,2020,428669
9616,2020,41420
9906,2020,177666
75492,2020,9354
67333,2020,5366
12401,2020,6590
14071,2020,5679
14073,2020,19309
74553,2020,7123
48422,2020,27477
76073,2020,23477
45266,2020,39414
11101,2020,11347
77732,2020,2821
84292,2020,5328
11527,2020,39662
13405,2020,64001
27833,2020,24661
86693,2020,862
86952,2020,8541
49632,2020,12708
73021,2020,36917
82762,2020,5242
85902,2020,4121
14102,2020,15562
86544,2020,18587
30891,2020,61123
17325,2020,25039
19325,2020,72003
57473,2020,9599
80572,2020,2699
19464,2020,19882
19491,2020,73336
19507,2020,2806
38772,2020,12146
25722,2020,8573
23102,2020,6423
84556,2020,21969
68046,2020,134798
25038,2020,0
29144,2020,3144
25571,2020,5714
92542,2020,5744
30164,2020,11295
30184,2020,273569
57582,2020,23861
61504,2020,12659
67324,2020,3237
31544,2020,7621
57172,2020,12144
36672,2020,61
72881,2020,3299
33801,2020,155449
58272,2020,1698
34182,2020,22807
37881,2020,3874
89152,2020,2567
39428,2020,4314
44892,2020,3146
45372,2020,4752
47645,2020,3457
59690,2020,4186
69641,2020,29093
73423,2020,15946
50901,2020,4390
65861,2020,11268
86832,2020,2240
55532,2020,2208
86031,2020,1301
60942,2020,1951
92329,2020,142257
61082,2020,8236
85211,2020,8211
88991,2020,5219
68371,2020,3168
75694,2020,90818
80991,2020,5182
81673,2020,1976
81080,2020,5060
84761,2020,35014
86930,2020,1843
85323,2020,4538
85861,2020,1177
93201,2020,14716
99411,2020,3551
101491,2020,4813
101692,2020,8498
102284,2020,10171
102531,2020,3208
102853,2020,7338
103922,2020,1273
104051,2020,35182
104091,2020,2634
104881,2020,61052
104994,2020,27534
105091,2020,6568
105652,2020,18879
105931,2020,2141
106072,2020,7134
107251,2020,13421
113523,2020,1386
113611,2020,8394
115891,2020,23390
117051,2020,48765
117341,2020,18023
117921,2020,4737
119305,2020,329801
119331,2020,5310
120181,2020,152053
121951,2020,16472
122291,2020,4367
122720,2020,12410
123373,2020,16105
125201,2020,18861
127232,2020,5263
127571,2020,5271
128114,2020,36329
128142,2020,573
128535,2020,6289
136773,2020,6240
138172,2020,16558
138595,2020,31377
138715,2020,29111
140082,2020,743
140521,2020,12286
142082,2020,4883
142371,2020,12815
142752,2020,4291
142995,2020,100581
144230,2020,1182
146576,2020,3806
148227,2020,133042
148321,2020,1563
150801,2020,6351
152882,2020,18658
154488,2020,64630
154813,2020,3703
154921,2020,3275
155711,2020,3731
157011,2020,1754
158801,2020,1724
159923,2020,17800
160410,2020,2707
162844,2020,29250
170435,2020,71873
172043,2020,3952
172104,2020,60847
172662,2020,6064
172741,2020,41936
172860,2020,87612
172914,2020,8680
172961,2020,11413
175923,2020,8839
176722,2020,4676
176873,2020,5470
178423,2020,9386
179902,2020,1617
182282,2020,5529
182931,2020,10851
184053,2020,5596
184364,2020,11403
184581,2020,13615
185116,2020,169675
186232,2020,4977
187191,2020,2730
187441,2020,3821
188681,2020,6674
191372,2020,6706
193373,2020,149769
197622,2020,6617
198721,2020,4163
201524,2020,28222
201632,2020,936
201821,2020,2862
202085,2020,22998
202214,2020,11566
202562,2020,214890
205001,2020,4080
210701,2020,8675
213462,2020,5806
214541,2020,14431
217372,2020,4764
224532,2020,2835
227031,2020,54494
227982,2020,3252
229261,2020,18324
232586,2020,63194
232943,2020,5354
233722,2020,13411
233742,2020,3601
233941,2020,7040
235561,2020,2674
235831,2020,544
236833,2020,14480
237945,2020,1604
238021,2020,28844
239121,2020,13340
242422,2020,14057
244496,2020,165949
244715,2020,3495
246432,2020,8373
249942,2020,15899
252134,2020,14057
252991,2020,2248
253313,2020,4952
253442,2020,1354
254781,2020,46225
255911,2020,12240
258652,2020,19006
258732,2020,8200
258952,2020,2377
261581,2020,8375
262622,2020,26208
263372,2020,3913
264151,2020,19164
267243,2020,5311
267433,2020,11636
267481,2020,1789
268122,2020,16733
268583,2020,92060
269255,2020,16270
270673,2020,4170
271071,2020,34653
271162,2020,1971
272101,2020,11006
274272,2020,1742
274732,2020,8747
275205,2020,36654
275273,2020,79199
275751,2020,1303
276221,2020,2133
276351,2020,10122
276712,2020,9753
279662,2020,741
282092,2020,10947
282411,2020,3418
282651,2020,37678
282999,2020,906
284694,2020,9177
285966,2020,95690
285975,2020,12872
286912,2020,4673
290093,2020,27523
290975,2020,89652
291822,2020,21954
291891,2020,75389
291964,2020,7976
292231,2020,18130
292374,2020,125161
294314,2020,1647
294861,2020,39288
295254,2020,21881
295493,2020,5067
297122,2020,16580
297601,2020,13871
297962,2020,2492
299122,2020,1951
300171,2020,3560
301624,2020,6493
301781,2020,4589
302453,2020,10313
304442,2020,11839
305031,2020,16862
307692,2020,17904
308231,2020,22537
308361,2020,84377
309443,2020,8883
313704,2020,154
314413,2020,19555
314823,2020,45758
315332,2020,7142
317384,2020,15736
318661,2020,24881
318711,2020,73777
318981,2020,15278
320532,2020,7476
320561,2020,3273
321135,2020,5792
321912,2020,3005
322592,2020,3328
323812,2020,10162
323840,2020,422
324302,2020,6519
329162,2020,6215
329501,2020,17087
333600,2020,763
334921,2020,2699
335711,2020,4366
338172,2020,1716
338590,2020,86345
338953,2020,24683
339311,2020,13781
339491,2020,4155
339851,2020,2124
342332,2020,7220
344002,2020,1213
347162,2020,41642
348315,2020,6381
348442,2020,1795
350023,2020,2397
350390,2020,408
352223,2020,6543
353161,2020,48784
355993,2020,1617
356871,2020,25507
362034,2020,42456
362651,2020,10080
363131,2020,3711
364945,2020,2791
365434,2020,20300
365721,2020,12114
367911,2020,3572
371581,2020,6726
372146,2020,106259
372181,2020,9505
372341,2020,5640
373722,2020,4455
376531,2020,2439
377271,2020,44749
379013,2020,1635
379403,2020,11662
381941,2020,71664
383245,2020,71562
383585,2020,61959
383961,2020,5858
385401,2020,6592
385793,2020,20717
386782,2020,310
387041,2020,1318
388371,2020,14528
390791,2020,11199
391331,2020,5454
398251,2020,2523
399432,2020,2902
402249,2020,2645
404692,2020,2527
405441,2020,22653
407211,2020,17138
407220,2020,126686
409463,2020,1673
411540,2020,24052
412322,2020,13465
412415,2020,2515
412623,2020,20639
416701,2020,4613
421997,2020,101803
422160,2020,77542
426120,2020,226644
426273,2020,16243
426924,2020,112854
429132,2020,231974
430102,2020,2198
430455,2020,27694
431732,2020,150608
431801,2020,59886
434682,2020,2017
437682,2020,7679
438461,2020,3406
439502,2020,1969
439990,2020,177204
440961,2020,9445
441953,2020,7391
444791,2020,7332
447605,2020,1137
448762,2020,9779
448981,2020,19849
449661,2020,82214
450503,2020,10478
452961,2020,1207
454531,2020,13257
463842,2020,14183
464453,2020,21352
465193,2020,8416
466201,2020,2483
468243,2020,7154
468473,2020,1204
468533,2020,3807
469245,2020,10983
470161,2020,611
575001,2020,173415
700250,2020,5926
703300,2020,1981
706850,2020,1463
709650,2020,2753
719456,2020,74569
720700,2020,92145
720950,2020,160638
721200,2020,194998
721250,2020,88701
722760,2020,394222
723480,2020,71309
723600,2020,150948
724048,2020,69001
724120,2020,343905
724520,2020,67220
31,2020,75648
321,2020,123537
733,2020,7337
802,2020,39046
821,2020,55381
1791,2020,33837
3741,2020,18127
8291,2020,49941
8341,2020,14474
8374,2020,28076
8451,2020,11615
8632,2020,170162
9900,2020,173285
10992,2020,30614
11592,2020,86644
12454,2020,3343
12562,2020,5260
13423,2020,54697
13686,2020,92569
14114,2020,7493
14445,2020,80071
14693,2020,2815
17082,2020,643
17303,2020,10922
17326,2020,229212
18701,2020,3532
19941,2020,49609
19945,2020,12782
19984,2020,3388
21571,2020,5412
23262,2020,3602
23491,2020,1342
24753,2020,553
25032,2020,78772
28113,2020,6705
28264,2020,12932
28661,2020,3387
28732,2020,4735
28991,2020,7306
29373,2020,9106
29741,2020,4364
33751,2020,13278
36602,2020,7246
38592,2020,714
38931,2020,7868
42011,2020,3277
42075,2020,39333
45876,2020,5332
45877,2020,126576
46862,2020,12762
49522,2020,4120
50033,2020,49725
50833,2020,8199
53122,2020,37711
58735,2020,30182
58773,2020,131110
59033,2020,4922
61132,2020,6015
67734,2020,8119
68212,2020,235
68561,2020,4183
68562,2020,1505
71942,2020,19602
73099,2020,70781
73371,2020,1689
73582,2020,1398
77351,2020,155682
77733,2020,50890
78505,2020,8032
80391,2020,136118
81311,2020,16822
81414,2020,3359
81541,2020,6420
81545,2020,138138
82392,2020,3747
82603,2020,7358
83071,2020,58153
84734,2020,1722
84774,2020,4361
84781,2020,4514
84782,2020,2371
86103,2020,99473
86353,2020,11487
86860,2020,1829
88111,2020,4964
89105,2020,48333
90191,2020,6174
91492,2020,4110
92441,2020,2451
94743,2020,16296
95044,2020,15803
95076,2020,154675
96184,2020,22946
96641,2020,1219
99031,2020,26833
103201,2020,9311
103561,2020,6034
104164,2020,6777
104181,2020,18117
104642,2020,1804
104661,2020,3166
104851,2020,8906
105375,2020,13416
106181,2020,5723
107043,2020,58762
108192,2020,6937
108932,2020,4600
109792,2020,23035
113131,2020,6881
114032,2020,21250
118135,2020,2922
119122,2020,4174
119281,2020,2536
125322,2020,5860
126311,2020,20382
127501,2020,5227
127661,2020,1446
131031,2020,9221
133141,2020,4196
133621,2020,2495
136666,2020,73125
137663,2020,1657
138352,2020,71197
138641,2020,18132
138712,2020,86092
138922,2020,25392
139503,2020,15603
144303,2020,1247
144331,2020,3463
145792,2020,8079
146013,2020,6132
146762,2020,21513
147071,2020,61099
147971,2020,49771
148324,2020,114572
149335,2020,6742
149552,2020,6037
152884,2020,3329
155143,2020,6005
157971,2020,34443
158701,2020,14749
162501,2020,337
162853,2020,51310
163962,2020,10482
164771,2020,4568
166051,2020,10214
168953,2020,4866
174813,2020,1580
175924,2020,10294
177140,2020,470
177201,2020,5991
181422,2020,14580
182461,2020,5233
183942,2020,6296
185173,2020,8780
185175,2020,178
185241,2020,1756
187852,2020,5390
188041,2020,10084
188933,2020,10669
189741,2020,87575
193185,2020,7560
193731,2020,49999
194671,2020,168168
198581,2020,8754
201041,2020,2769
202162,2020,12479
202292,2020,29704
202370,2020,3209
203343,2020,7132
203672,2020,967
204451,2020,4755
204507,2020,10686
204891,2020,10802
205601,2020,4188
206924,2020,5499
209151,2020,292439
209494,2020,3503
211844,2020,45534
213542,2020,9844
213933,2020,4514
214841,2020,12164
215581,2020,5277
215723,2020,16966
216371,2020,5615
216471,2020,2925
221842,2020,5768
223612,2020,4765
227281,2020,76816
228122,2020,1591
232572,2020,4772
233181,2020,3221
235771,2020,33450
237793,2020,2439
237821,2020,1559
238032,2020,76279
238163,2020,22348
238886,2020,219424
240661,2020,6147
242852,2020,4584
243552,2020,17063
244491,2020,5755
244700,2020,127890
247550,2020,664
249791,2020,79627
250412,2020,9201
251251,2020,4754
251922,2020,3513
252212,2020,1897
253164,2020,5156
255072,2020,4155
256983,2020,25461
257302,2020,22686
260602,2020,6012
261273,2020,13187
261730,2020,168321
262461,2020,1089
264442,2020,2098
267391,2020,4974
268841,2020,3818
269141,2020,6972
269222,2020,6365
270633,2020,7657
272392,2020,15081
272701,2020,7864
273071,2020,5779
273182,2020,4326
273565,2020,63527
275334,2020,10153
275460,2020,6302
277201,2020,1915
277721,2020,3614
277851,2020,6971
277893,2020,1640
277940,2020,4973
278231,2020,23595
279192,2020,6405
281723,2020,4186
282842,2020,8409
282860,2020,1082
284111,2020,69423
284490,2020,47768
284662,2020,50780
284747,2020,26031
285872,2020,9056
286831,2020,8467
288291,2020,12666
288922,2020,4077
289783,2020,98346
290022,2020,39934
290032,2020,36562
290063,2020,1878
290191,2020,223424
290388,2020,188260
